Date,SPXTR
2018-12-28,-0.0010774495320605704
2018-12-31,0.008622767223919636
2019-01-02,0.001271983073925842
2019-01-03,-0.024498303290773515
2019-01-04,0.034334448848868604
2019-01-07,0.007012197309660628
2019-01-08,0.009718518666881781
2019-01-09,0.004417957089187574
2019-01-10,0.004517113665486461
2019-01-11,-0.00014329270569235497
2019-01-14,-0.005144056749774806
2019-01-15,0.010742210142104414
2019-01-16,0.0022469974929633096
2019-01-17,0.007689975632135804
2019-01-18,0.013211337178968163
2019-01-22,-0.014117195479256162
2019-01-23,0.0022024026074716208
2019-01-24,0.001409158947364375
2019-01-25,0.008523001872737357
2019-01-28,-0.007849496777082687
2019-01-29,-0.0014386159295418643
2019-01-30,0.015661435687052583
2019-01-31,0.00881268678477598
2019-02-01,0.0010327713298978747
2019-02-04,0.006793203371803447
2019-02-05,0.0047182164063874765
2019-02-06,-0.0021279117041592688
2019-02-07,-0.009211710923271443
2019-02-08,0.0010075117196506334
2019-02-11,0.0007191466970568605
2019-02-12,0.012961655949018436
2019-02-13,0.0031066550683449545
2019-02-14,-0.002304084095197778
2019-02-15,0.010951274735980121
2019-02-19,0.0015741073373891634
2019-02-20,0.001970400815860751
2019-02-21,-0.003439661796926785
2019-02-22,0.006442298580227268
2019-02-25,0.001371706033735487
2019-02-26,-0.0007799066353350037
2019-02-27,-0.0003894691058560218
2019-02-28,-0.0025274954426631746
2019-03-01,0.0069503638587053995
2019-03-04,-0.0038569534204542233
2019-03-05,-0.0010998205892476243
2019-03-06,-0.006477001693118822
2019-03-07,-0.007914860846186866
2019-03-08,-0.00203549879285736
2019-03-11,0.014677530417995577
2019-03-12,0.0
2019-03-13,0.01004001224927542
2019-03-14,-0.0005292085630695942
2019-03-15,0.005023571520589298
2019-03-18,0.003717775089244091
2019-03-19,-0.00010251030301888786
2019-03-20,-0.0029001826130398145
2019-03-21,0.010907902211855003
2019-03-22,-0.018897860391973942
2019-03-25,-0.0007631167065051958
2019-03-26,0.007182705127545708
2019-03-27,-0.004629463039687476
2019-03-28,0.003746440998650291
2019-03-29,0.006778878185092596
2019-04-01,0.011577463443513514
2019-04-02,5.4111069318185656e-05
2019-04-03,0.0021499252242527245
2019-04-04,0.002314261352872826
2019-04-05,0.00464566024719959
2019-04-08,0.0010651888842072577
2019-04-09,-0.005764456161378773
2019-04-10,0.003561816485685654
2019-04-11,5.0130067659637234e-05
2019-04-12,0.006710245235325152
2019-04-15,-0.0006070935735240646
2019-04-16,0.0005076469680822537
2019-04-17,-0.0021721506205820695
2019-04-18,0.0016029088343285647
2019-04-22,0.0010377110061394745
2019-04-23,0.0088908892265811
2019-04-24,-0.002189531548240198
2019-04-25,-0.0003687938839082028
2019-04-26,0.004716514498704916
2019-04-29,0.0011170358890222332
2019-04-30,0.0009782957171429185
2019-05-01,-0.00749263308640391
2019-05-02,-0.002083875378826705
2019-05-03,0.009737084987366806
2019-05-06,-0.00438552673456527
2019-05-07,-0.016505269421877133
2019-05-08,-0.0015783975521259652
2019-05-09,-0.0026724435305538474
2019-05-10,0.004064648998047593
2019-05-13,-0.02409344635209365
2019-05-14,0.008131185225725313
2019-05-15,0.006039955943567543
2019-05-16,0.009184986542000173
2019-05-17,-0.0057356600028632965
2019-05-20,-0.006733741375357316
2019-05-21,0.008522083440914763
2019-05-22,-0.002804499276569672
2019-05-23,-0.011810181431476052
2019-05-24,0.0015025366094407744
2019-05-28,-0.008369796854284961
2019-05-29,-0.006883084726073685
2019-05-30,0.0022332516192584695
2019-05-31,-0.013000819482106518
2019-06-03,-0.002757649977241483
2019-06-04,0.021486043568416546
2019-06-05,0.008284864697883698
2019-06-06,0.006408675639995476
2019-06-07,0.010593796405789613
2019-06-10,0.004665537269759268
2019-06-11,-0.00029865559463360114
2019-06-12,-0.002022155853222962
2019-06-13,0.004396805647485902
2019-06-14,-0.0014764028329504741
2019-06-17,0.0009385747042618409
2019-06-18,0.009747697783409892
2019-06-19,0.0029873931010890864
2019-06-20,0.009566919822134645
2019-06-21,-0.0012003582470917484
2019-06-24,-0.0017300921138887482
2019-06-25,-0.00949567164935694
2019-06-26,-0.0012341789296892447
2019-06-27,0.003973747694895113
2019-06-28,0.005805111926517892
2019-07-01,0.007680765507976028
2019-07-02,0.0029662838633928157
2019-07-03,0.0019442805834755106
2019-07-05,0.004247130432525781
2019-07-08,-0.004821691051431931
2019-07-09,0.0015286197067898577
2019-07-10,0.004522028663921596
2019-07-11,0.0022890669193100788
2019-07-12,0.004716932235876881
2019-07-15,0.00017499155470290795
2019-07-16,-0.003371967115402663
2019-07-17,-0.006516643198966721
2019-07-18,0.0036839330186893005
2019-07-19,-0.0061366529036035455
2019-07-22,0.002854114048044254
2019-07-23,0.006865234881134219
2019-07-24,0.004728161998235336
2019-07-25,-0.005257726900931403
2019-07-26,0.007400062968249577
2019-07-29,-0.0016124834194953808
2019-07-30,-0.0024777379800526855
2019-07-31,-0.010858305631107124
2019-08-01,-0.00890010536082253
2019-08-02,-0.007193805194211644
