Cumulative Return,CAGR,AAR,Variance,AV,Sharpe Ratio,LPM,VaR,Expected Shortfall,MDD,Max Drawdown_Duration,Weight Sum,Stock Number constraint,Seconds,Minutes
-0.16053236579490493,-0.11380050392173113,-0.16934880487622522,8.97830243200707e-05,0.15041716035299238,-19.415838657805796,0.008285493730265023,-0.016259036369382054,-0.022335971015435996,0.2073453377627813,8,True,None,0.569155216217041,0.009485932191212972
