permno
10104
10107
10138
10145
10147
10299
10516
10696
10909
11308
11404
11552
11600
11618
11674
11703
11762
11850
11955
12052
12060
12062
12073
12345
12369
12431
12490
12542
12558
12650
12872
13035
13103
13142
13168
13356
13407
13567
13586
13598
13688
13721
13788
13856
13901
13928
13936
13963
14008
14011
14277
14297
14541
14542
14593
14601
14702
15069
15202
15553
15579
15720
16432
16600
16678
17005
17144
17279
17478
17750
17830
18163
18411
18542
18729
19166
19350
19393
19502
19561
19583
20415
20482
20626
21178
21186
21207
21371
21573
21776
21792
21936
22103
22111
22293
22509
22517
22592
22752
22779
23026
23085
23229
23473
23501
23536
23579
23660
23712
23819
23887
23931
24010
24109
24205
24328
24459
24643
24766
24942
24985
25081
25099
25232
25320
25419
25582
25778
25785
25953
26403
26710
26825
27043
27633
27828
27887
27959
27983
27991
28222
28345
28388
28484
29102
29946
30681
30940
32707
32870
34032
34746
34817
34833
35044
35051
35554
36468
37161
37284
37584
38156
38703
38762
39490
39538
39642
39917
40125
40272
40416
40539
41080
41355
42200
42534
42585
42906
43123
43350
43449
43553
44206
44601
44644
45356
45751
46578
46674
46703
46877
46886
47896
47941
48486
48506
48653
48725
49015
49154
49373
49656
49680
50017
50876
52038
52090
52230
52329
52337
52476
52695
52708
52978
53065
53613
53866
54148
55976
56274
56573
57568
57665
57817
57904
58246
58683
59010
59176
59192
59248
59328
59408
59459
60097
60206
60442
60506
60599
60628
60871
60943
60986
61399
61621
61735
61815
62092
62148
62308
63765
63830
64186
64282
64311
64390
64653
64936
64995
65330
65875
65947
66093
66157
66181
66384
66800
67598
68144
68591
68857
69032
69550
69796
70033
70308
70332
70500
70519
70536
70578
71175
71563
72726
73139
75034
75100
75154
75186
75224
75241
75489
75510
75577
75592
75607
75646
75819
75825
75828
76076
76082
76149
76201
76226
76282
76605
76614
76639
76712
76744
76841
77129
77157
77178
77182
77274
77281
77338
77418
77462
77496
77605
77606
77659
77661
77668
77702
77730
77768
78034
78877
78916
78975
78987
79057
79089
79103
79129
79145
79237
79265
79323
79411
79545
79547
79588
79637
79881
79915
80080
80100
80204
80286
80381
80399
80681
80711
81055
81061
81481
81540
81655
81774
81857
82196
82298
82307
82598
82618
82642
82651
82686
82775
83111
83143
83435
83443
83862
83906
84032
84129
84373
84381
84769
84788
85058
85072
85257
85269
85348
85459
85592
85593
85631
85663
85753
85792
85913
85914
85926
85963
85991
86021
86111
86136
86158
86228
86314
86339
86356
86580
86783
86799
86868
86946
86964
86979
87055
87070
87137
87184
87267
87299
87432
87447
87657
87717
87842
88031
88352
88590
88661
88668
88837
88845
88853
89002
89003
89004
89006
89014
89070
89071
89105
89179
89195
89258
89301
89393
89508
89509
89525
89533
89626
89641
89954
90038
90071
90110
90162
90199
90215
90319
90386
90441
90537
90601
90805
90808
90829
90880
90979
90993
91063
91068
91207
91233
91391
91392
91461
91556
91611
91650
91883
91926
92121
92156
92157
92293
92602
92611
92618
92655
92709
92778
92890
92988
93002
93096
93159
93422
